Date,Headlines,Summary,Article
"Mar 12, 2021",Tesla in talks with Tata Power for EV charging infrastructure: Report,"Tata Motors Ltd, the carmaking unit of Tata Sons, had last week denied any tie-up with Tesla, after media reports suggested the two companies were discussing a partnership.","Tesla Inc is exploring an arrangement with Indian conglomerate Tata Sons' power generation unit, Tata Power, to set up charging infrastructure for electric vehicles in the country, CNBC-TV18 reported on Friday, citing sources.

Shares of Tata Power rose 5.5% to their best closing level since June 9, 2014 after the report, which comes as the Palo Alto-based electric-car maker gears up for an India launch later this year with plans to import and sell its Model 3 electric sedan in India.

Tesla will set up an electric-car manufacturing unit in the southern Indian state of Karnataka, according to a government document seen by Reuters

The talks between Tata Power and Tesla are in the initial stages and no arrangements have been finalised yet, the report said..

Neither of the two companies were not immediately available for comment.

In January, the U.S. electric-car maker incorporated Tesla Motors India and Energy Private Ltd with its registered office in the southern city of Bengaluru, a hub for global technology companies.

Tata Motors Ltd, the carmaking unit of Tata Sons, last week denied any tie-up with Tesla, after media reports suggested the two companies were discussing a partnership.

"
"Mar 12, 2021",AMFI backs Sebi on perpetual bond issue,"In a statement, the Association of Mutual Funds in India (Amfi) said ""it fully supports the need and spirit of the circular in capping exposure to perpetual bonds"".","Industry body Amfi on Friday said it fully supports the capital markets regulator Sebi's new rule, which puts a cap on mutual fund exposure to perpetual bonds. The industry body recognises that the risk profile of such instruments is higher than regular bonds. 

 The Securities and Exchange Board of India (Sebi) came out with a circular on review of norms regarding investment in debt instruments with special features and the valuation of perpetual bonds on Wednesday. 

 Under the new rule, mutual funds cannot invest more than 10 per cent of the scheme's corpus in debt instruments, with special features such as perpetual bonds, and the exposure cannot not be more than 5 per cent to such debt instruments of the same company. 

 In addition, maturity of all perpetual bonds needs to be treated as 100 years from the date of issuance of the bond for the ""purpose of valuation"". 

 In a statement, the Association of Mutual Funds in India (Amfi) said ""it fully supports the need and spirit of the circular in capping exposure to perpetual bonds"". 

 It further said most of the mutual fund schemes are well below the cap specified in the circular. 

 In few of the schemes where perpetual bond exposure is higher than the Sebi prescribed cap, grand fathering is permitted by the regulator to ensure that there is no unnecessary market disruption, the industry body noted. 

 The industry body said Sebi had engaged with Amfi on treatment of perpetual bonds as it is a hybrid instrument and carries a differentiated risk reward ratio than a normal debt instrument. 

 Treatment of perpetual bonds was discussed in the Mutual Fund Advisory Committee (MFAC) where several members of Amfi participated. 

 Perpetual bonds or Additional Tier-I Bonds are issued without any maturity date but are usually issued with call options and qualify for Tier-I capital. Banks have been majority issuers of perpetual bonds. 

 The perpetual bond market is reasonably active with regular trades in large and higher rated issuances. Most trades in perpetual bonds happen on a yield to call basis. This is based on the established market convention, locally as well as globally, that the issuer will exercise the call option on the due date. 

 Amfi said it also supports Sebi's objective of fair valuation as market determined price is the best price to arrive at a valuation which is fair to investors who are subscribing, redeeming or staying invested in a mutual fund scheme. 

 The industry body under guidance from Sebi has worked over the years to create a robust valuation process and two independent agencies administer the process to ensure industry wide fair and common valuation for the debt portfolio across mutual funds. 

 The new circular continues the tradition of the primacy of traded prices, Amfi noted. 

 Perpetual bond market sees active participation from various players -- banks, corporates, mutual funds and individual investors. 

 ""Only in the event of lack of traded prices, the question arises as to whether the bond should be valued to call or to maturity. Given a reasonably active market with regular trades, the issue is narrower than it appears,"" it added. 

 Amfi said it is in discussion with Sebi to further smoothen the process of implementation of this circular. 

 The regulator has always been concerned about any potential mispricing of risk in any kind of instruments. 

 Recognising that mispricing of risk is not in the best interest of its investors, Amfi said it committed to working with Sebi to ensure fair valuation of its investments. 

 It is also fully committed to the regulator's objectives of investor protection and development of markets in India with the highest level of transparency. 

 While in the short-term prices can be influenced by many factors, in the long-term fundamentals will prevail, the industry body said.
"
"Mar 12, 2021","Sensex plunges over 1,000 points from day's high, Nifty ends above 15K","Market Close: Sensex plunges 1,000 points from day's high, Nifty cracks below 15,000",
"Mar 12, 2021","We have planned Rs 100-cr capex this year: Rajni Hasija, IRCTC","Decision on resumption of normal train services soon, says Rajni Hasija, CMD, IRCTC.",
"Mar 12, 2021",Digital shift to aid Manappuram Finance: VP Nandakumar,"VP Nandakumar, MD & CEO Manappuram Finance talks to ET NOW about how growth in gold loan is expected on back of good demand.",
"Mar 12, 2021",HDFC MF sold 2% stake in SpiceJet via open market on March 9,​HDFC Trustee Company held 5.05% in SpiceJet at the end of the December quarter.,"MUMBAI: HDFC Mutual Fund on Tuesday sold 2.01% of its holding in SpiceJet in the open market, the airline said in a notification to the BSE on Friday. The aggregate holding of the schemes of HDFC MF in the company as of March 9 is3.03% of the paid-up equity share capital of the company, the notification said.

HDFC Trustee Company held 5.05% in SpiceJet at the end of the December quarter.

Shares of SpiceJet were down 0.3% at Rs 82.75 in afternoon trade on Friday. The stock has gained 55% in the last six months.

"
"Mar 12, 2021",CLSA expects Prestige Estates to get re-rated on stronger balance sheet,​CLSA said this is estimated to result in transfer of debt of Rs 4590 crore out of Prestige Estate's balance sheet and net proceeds of Rs 2100 crore net of taxes to Prestige.,"MUMBAI: CLSA expects Prestige Estates Projects to get re-rated on a stronger balance sheet and reduction in leverage. The brokerage has maintained a buy on the stock and raised target price to Rs 360 from Rs 340.

Prestige Estates has concluded phase one of its deal with Blackstone which involves transfer of annuity assets with enterprise value of about Rs 7,470 crore out of the total deal EV of Rs 9,160 crore.

CLSA said this is estimated to result in transfer of debt of Rs 4,590 crore out of Prestige Estate's balance sheet and net proceeds of Rs 2,100 crore net of taxes to Prestige.

The brokerage expects the net debt to decline to Rs 1,900 crore from a pre-deal level of Rs 8,500 crore.

""Management plans to use net proceeds for capex and new project acquisition. With large, mature assets being transferred in this deal, the portfolio churn is likely to be value-accretive,"" said CLSA.

""With leverage concerns addressed and improved outlook on growth driven by adequate liquidity, we believe the stock warrants rerating,"" the brokerage said.

"
"Mar 12, 2021",Ramesh Kalyanaraman of Kalyan Jewellers on how to improve market share going forward,"Kalyan Jewellers IPO of Rs 1175 crore to open on March 16. Ramesh Kalyanaraman, Executive Director, Kalyan Jewellers in conversation with ET NOW.",
"Mar 12, 2021",Investors lose Rs 1.4 lakh crore as financials drag Sensex: Key factors behind today's crash,"The 30-share pack Sensex traded 537.09 points or 1.05 per cent down at 50,742.42.","NEW DELHI: Fresh lockdowns in parts of Maharashtra and a weak start in Europe put pressure on Dalal Street benchmarks, causing investors a blow of Rs 1.42 lakh crore in wealth on Friday. 

The 30-share pack Sensex ended 487.43 points or 0.95 per cent lower at 50,792.08. The index gyrated 1,283.41 points in a highly volatile session. Its broader peer NSE Nifty settled at 15,030.95, down 143.85 points or 0.95 per cent. Fear gauge India VIX spiked 4.62 per cent.

""Long unwinding and profit booking took Indices down by 1 per cent today. Oil & gas stocks bucked the downtrend even as key Pivotals witnessed selling. Rising cases in Maharashtra too kept bulls on the backfoot as broader markets saw profit booking in Insurance companies,"" said S Ranganathan, Head of Research at LKP Securities.

Here are key factors that affected the market today:


Maharashtra lockdown
Maharashtra has been recording a substantial rise in coronavirus cases of late, with the authorities attributing it to crowding witnessed during the gram panchayat elections as the major reason. Not only Mumbai, Pune and Thane, but several cities and towns in Maharashtra, including Vidarbha and Marathwada regions, have been witnessing a spike in cases. Lockdown or restrictions have been imposed in several cities or districts in the state in a bid to prevent the spread of the virus.


Weak European marketsEuropean markets were trading lower at the last count. London-based FTSE was down 0.17 per cent while Paris and Frankfurt declined 0.05 per cent and 0.51 per cent, respectively. S&P 500 futures were also trading down 0.61 per cent. In Asia, Singapore, Hong Kong and Thailand closed in the red while the rest registered gains.


Profit-bookingGeneral profit-booking was also seen, as the market had rallied for the last 3-4 sessions. Rising bond yields had been a risk factor even though that was offset to an extent by the US stimulus package. Fatigue was seen in afternoon deals, which led to a selloff. 


Technical viewEarlier in the day, Nifty had managed to surpass its previous minor high of 15,273. To continue the uptrend and advance towards its life-time high, it is crucial for the index to stay above 15,273, according to Abhishek Chinchalkar, CMT Charterholder and Head of Education, FYERS. “If not, the short-term consolidation is likely to continue,” he said.


""We reiterate our cautious view on markets until we see a decisive break on either side in Nifty, and suggest keeping a check on leveraged positions.""— Ajit Mishra, Religare BrokingAmong the blue chip scrips, BPCL was the top gainer, rising 3.05 per cent. Indian Oil, Power Grid, JSW Steel Titan, ONGC, Infosys and Shree Cement were other gainers.

Bajaj Auto was the top loser in the Nifty pack, falling 3.01 per cent. Adani Ports, HDFC Life Insurance, SBI Life Insurance, Hindalco, Maruti Suzuki and Sun Pharma were other stocks that ended in the red.

Broader market indices ended on a mixed note, but managed to outperform their headline peers. Nifty Smallcap added 0.52 per cent and Nifty Midcap declined 0.43 per cent. Nifty 500 -- the broadest index on NSE -- fell 0.77 per cent.

Tata Power, Oberoi Realty, Adani Total Gas, IDBI, Welspun India and Delta Corps were top gainers from the mid- and small-cap indices, climbing in the range of 3-10 per cent.

Indiabulls Real Estate, Aegis Chemicals, Rain Industries, Dhani Services, Castrol India and Max Financial Services were major losers from broader market space, falling in the range of 3-10 per cent.

All sectoral indices on the NSE ended with cuts. Nifty PSU Bank was the biggest loser, down 1.7 per cent followed by 1.66 per cent decline in Nifty Financial Service. Nifty Auto and Nifty Pharma were other big losers.

Market breadth was in favour of losers as 1,352 stocks ended in the green, while 1,656 counters settled with cuts. As many as 243 securities hit 52-week highs, mostly from the small-cap space. Meanwhile, 46 names hit 52-week lows, mostly from the micro-cap space. About 355 stocks hit upper circuit limits and 244 lower circuit limits.

"
"Mar 12, 2021","Gautam Adani beats Elon Musk, Jeff Bezos with biggest wealth surge","Adani has been rapidly expanding his conglomerate, adding ports, airports, data centers and coal mines in India, while doggedly proceeding with his controversial Carmichael coal project in Australia.","Indian tycoon Gautam Adani has added more billions to his wealth than any one else in the world this year on the back of investor excitement around his ports-to-power plants conglomerate.

The net worth of Adani, a first-generation entrepreneur who rarely speaks publicly, has jumped $16.2 billion in 2021 to $50 billion, according to the Bloomberg Billionaires Index. This has made him the year’s biggest wealth gainer, beating even Jeff Bezos and Elon Musk, who have tussled in 2021 for the title of world’s richest. Shares of all Adani group stocks, except one, have rallied at least 50% this year.

The surge in wealth dwarfs the $8.1 billion added by Adani’s compatriot and the richest person in Asia, Mukesh Ambani. It also underscores the rising heft of the self-made billionaire, who has lured investment from Total SA to Warburg Pincus. Adani has been rapidly expanding his conglomerate, adding ports, airports, data centers and coal mines in India, while doggedly proceeding with his controversial Carmichael coal project in Australia.

Bloomberg“Adani has been consistently expanding its business in areas that are resilient to market cycles,” said Sunil Chandiramani, founder and chief executive officer at Nyka Advisory Services. “Now with the entry in data centers business, the group has also indicated its appetite for venturing into technology.”

Adani Enterprises Ltd. signed a pact last month to develop 1 gigawatt of data center capacity in India.

Adani Total Gas Ltd. has jumped 96% this year while the flagship Adani Enterprises has advanced 90%. Adani Transmission Ltd. is up 79%. Adani Power Ltd. and Adani Ports and Special Economic Zones Ltd. have gained more than 52% this year. Adani Green Energy Ltd., after rising over 500% last year, is up 12% so far.

"
"Mar 12, 2021",ICICI Prudential Life Insurance Company Ltd. shares  fall  4.17 per cent in Friday's trading session,The Relative Strength Index of the stock stood at 41.47 on Friday.,"Shares of ICICI Prudential Life Insurance Company Ltd. fell 4.17 per cent to Rs 463.9 in Friday's trade as of 02:18PM (IST) even as the benchmark Nifty ruled at 15003.40, down 171.4 points. 

 The scrip had closed at Rs 484.1 in the previous session. The stock quoted a 52-week low of Rs 221.95 and a high of Rs 537.9. The company quoted a market-cap of Rs 66841.29 crore on the BSE. 

 On BSE, 185,363 shares have changed hands on the counter so far. At its prevailing price, the stock traded at 62.33 times its trailing 12-month EPS of Rs 7.47 per share and 7.08 times its book value. The return on equity (ROE) stood at Rs 14.79. 


 Key Financials 
 For the quarter ended 31-Dec-2020, ICICI Prudential Life Insurance Company Ltd. reported consolidated sales of Rs 623.78 crore, up 13.63 per cent from the same quarter a year ago. The company reported 0.84 per cent YoY growth in net profit at Rs 304.3 crore for the latest quarter. 


 Technical indicators
 The relative strength index (RSI) of the stock stood at Friday. The RSI oscillates between zero and 100. Traditionally, it is considered overbought condition when the RSI value is above 70 and oversold when it is below 30. 

 Analysts say the RSI indicator should not be seen in isolation, as it may not be sufficient to take a trading call, just the way a fundamental analyst cannot give a ""buy"" or ""sell"" recommendation using a single valuation ratio.
"
"Mar 12, 2021",Berger Paints (India) Ltd. shares  decline  1.26% as Sensex  slides ,"A total of 15,799 shares changed hands on the counter till 02:07PM (IST)","Shares of the Berger Paints (India) Ltd. traded at Rs 720.4 on BSE at 02:07PM (IST) on Friday, down 1.26 per cent from previous close. 

 The stock quoted a 52-week low price of Rs 390.0 and a high of Rs 824.8. 

 Earlier, shares of the company saw a gap up opening in the morning. 

 A total of 15,799 lakh shares changed hands on the counter till 02:07PM (IST). 

 The stock of Berger Paints (India) Ltd. commands a market value of Rs 69938.1 crore. 

 The stock traded at a price-to-earning (P/E) multiple of 113.74, while the price-to-book value ratio stood at 18.16. Return on equity (ROE) was at 24.72 per cent, according to exchange data. 

 In the BSE500 pack, 217 stocks traded in the green, while 283 stocks were in the red. 


 Promotor Holding
 Promoters held 60.5 per cent in the Berger Paints (India) Ltd. as of 31-Dec-2020 while foreign portfolio investors and domestic institutional investors owned 11.52 per cent and 0.91 per cent, respectively.
"
"Mar 12, 2021",ACC Ltd. shares  down  1.46% as Nifty  falls ,The stock quoted a 52-week high price of Rs 1893.8 and low of Rs 895.5.,"Shares of ACC Ltd. rose 1.46 per cent to Rs 1808.3 in Friday's trade. It hit an intraday high of Rs 1848.0 and low of Rs 1802.25, respectively, during the day. 

 The stock quoted a 52-week high price of Rs 1893.8 and low of Rs 895.5. 

 As of 02:02PM (IST), the counter saw total traded volume of 16,599 shares with a traded value of Rs 3.01 crore, according to NSE. 

 The stock had closed at Rs 1835.05 in the previous session. 

 The scrip has advanced 2.37 per cent in the past one month till date, while the benchmark BSE Sensex has gained 4.33 per cent during the same period. 

 According to exchange data, the stock traded at a price-to-earnings (P/E) multiple of 23.79 while price-to-book ratio stood at 2.35. A higher P/E ratio shows that investors are willing to pay a higher price for per rupee earnings given by the stock because of better future growth expectations. The price-to-book value indicates the inherent value of a company and it reflects the price investors are ready to pay even for no growth in a business. 

 The stock belongs to the Cement - Pan India industry. 


 Promoter/FII Holding  Promoters held 50.05 per cent stake in the company as of 31-Dec-2020, while FII and MF ownership in the firm stood at 11.55 per cent and 9.57 per cent, respectively. 


 Key Financials  The company reported consolidated sales of Rs 4208.75 crore for the quarter ended 31-Dec-2020, up 17.47 per cent from the previous quarter's Rs 3582.82 crore and up 2.21 per cent from the year-ago quarter's Rs 4117.85 crore. Its net profit for the latest quarter stood at Rs 472.42 crore, up 72.89 per cent from the same quarter a year ago.
"
"Mar 12, 2021",Marico Ltd. shares  fall  0.79 per cent in Friday's trading session,The Relative Strength Index of the stock stood at 38.11 on Friday.,"Shares of Marico Ltd. fell 0.79 per cent to Rs 396.0 in Friday's trade as of 01:57PM (IST) even as the benchmark Nifty ruled at 15095.45, down 79.35 points. 

 The scrip had closed at Rs 399.15 in the previous session. The stock quoted a 52-week low of Rs 233.8 and a high of Rs 439.0. The company quoted a market-cap of Rs 51069.91 crore on the BSE. 

 On BSE, 70,927 shares have changed hands on the counter so far. At its prevailing price, the stock traded at 44.56 times its trailing 12-month EPS of Rs 8.87 per share and 11.73 times its book value. The return on equity (ROE) stood at Rs 34.05. 


 Key Financials 
 For the quarter ended 31-Dec-2020, Marico Ltd. reported consolidated sales of Rs 2146.0 crore, up 15.81 per cent from the same quarter a year ago. The company reported 12.87 per cent YoY growth in net profit at Rs 307.0 crore for the latest quarter. 


 Technical indicators
 The relative strength index (RSI) of the stock stood at Friday. The RSI oscillates between zero and 100. Traditionally, it is considered overbought condition when the RSI value is above 70 and oversold when it is below 30. 

 Analysts say the RSI indicator should not be seen in isolation, as it may not be sufficient to take a trading call, just the way a fundamental analyst cannot give a ""buy"" or ""sell"" recommendation using a single valuation ratio.
"
"Mar 12, 2021",Biocon Ltd. shares  down  0.27% as Nifty  drops ,"A total of 189,211 shares changed hands on the counter till 01:51PM (IST).","NEW DELHI: Shares of Biocon Ltd. traded 0.27 per cent down in Friday's trade at 01:51PM (IST). Around 189,211 shares changed hands on the counter. 

 The stock opened at Rs 402.5 and touched an intraday high and low of Rs 404.6 and Rs 397.9, respectively, in the session so far. The stock of Biocon Ltd. quoted a 52-week high of Rs 487.7 and a 52-week low of Rs 235.8. 

 As per BSE, the total market cap of the Biocon Ltd. stood at Rs 48078.0 crore at the time of writing this report. 


 Key Financials
 The company reported consolidated sales of Rs 1878.9 crore for the quarter ended 31-Dec-2020, up 6.74 per cent from previous quarter's Rs 1760.3 crore and up 5.33 per cent from the year-ago quarter's Rs 1783.9 crore. 

 The net profit for latest quarter stood at Rs 168.6 crore, down 16.86 per cent from the corresponding quarter last year. 


 Shareholding pattern
 As of 31-Dec-2020, DIIs held 3.05 per cent stake in the firm, while foreign institutional investors held 17.65 per cent and the promoters 39.75 per cent. 



 Valuation ratio
 According to BSE data, the stock traded at a P/E multiple of 78.73 and a price-to-book ratio of 4.84. A higher P/E ratio shows investors are willing to pay a higher price because of better future growth expectations. Price-to-book value indicates the inherent value of a company and is the measure of the price that investors are ready to pay even for no growth in the business. 

 Biocon Ltd. belongs to the Pharma - Indian industry.
"
"Mar 12, 2021",Vedanta Ltd. share price  down  3.09 per cent,"A total of 479,685 shares changed hands on the counter till 01:46PM (IST).","Shares of Vedanta Ltd. traded 3.09 per cent up at Rs 219.5 at around 01:46PM (IST) on Friday. The stock had closed at Rs 226.5 in the previous session. Equity benchmark Sensex traded 379.05 points lower at 50900.46 around the same time. 


 The scrip has climbed 174.89 per cent in the last one year till date, while the 30-share index has gained 23.68 per cent during the same period. 

 The stock's 52-week high price stood at Rs 229.65 and the 52-week low price at Rs 60.3. 

 Trading volume on the counter stood at 479,685 shares, while it quoted a price-to-earnings ratio of -11.16, an EPS value of -19.81 and a price-to-book value of 0.44. In the Nifty50 pack, 12 stocks traded in the green, while 38 stocks were in the red. 


 Promoter/FII Holding  Promoters held 0.0 per cent stake in the company as of 31-Dec-2020, while FII and MF ownership stood at 16.06 per cent and 5.56 per cent, respectively. 


 Key Financials  For the quarter ended 31-Dec-2020, the company reported consolidated sales of Rs 23621.0 crore, up 8.63 per cent from the previous quarter's Rs 21744.0 crore and up 7.33 per cent from the year-ago quarter's Rs 22007.0 crore. The company reported net profit of Rs 3299.0 crore for the latest quarter. 


 Technical Indicators
 The MACD signalled a bullish bias on the counter. The MACD is known for signalling trend reversals in traded securities or indices. It is the difference between the 26-day and 12-day exponential moving averages. A nine-day exponential moving average, called the signal line, is plotted on top of the MACD to reflect ""buy"" or ""sell"" opportunities. When the MACD crosses below the signal line, it gives a bearish signal, indicating that the price of the security may see a downward movement and vice versa.
"
"Mar 12, 2021",Stock market update: SmallCap stocks mixed; Apollo Pipes surges nearly 17%,The S&P BSE SmallCap index was trading 0.27 per cent up at 21237.73.,"NEW DELHI: SmallCap stocks were trading on a mixed note at 01:47PM (IST) on Friday. 

 Shares of Apollo Pipes (up 16.72 per cent), Indian Energy (up 8.74 per cent), Delta Corp (up 8.23 per cent), Vascon Engineers (up 7.82 per cent) and Welspun India (up 7.81 per cent) were among the top gainers. 

 While Indiabulls Real Estate (down 8.05 per cent), India Tourism Development Corp (down 7.91 per cent), India Glycols (down 7.1 per cent), DCAL (down 5.49 per cent) and APL Apollo Tubes (down 5.37 per cent) were the top losers in the index. 

 The S&P BSE SmallCap index was trading 0.27 per cent up at 21237.73 around 01:47PM. 

 Benchmark NSE Nifty50 index was down 93.10 points at 15081.7, while the BSE Sensex was down 307.25 points at 50972.26. 

 Among the 50 stocks in the Nifty index, 12 were trading in the green, while 38 were in the red. 

 Shares of SBI Life, Vodafone Idea, Trident Ltd, YES Bank and Tata Power were among the most traded shares on the NSE. 

 Shares of Indian Energy Exchange, Delta Corp, Welspun India, Can Fin Homes and Orchid Pharma hit their fresh 52 week high in today's trade, while Otco International Ltd., Madhusudan Securities Ltd., Suncare Traders Ltd., Integra Capital Management Ltd., Devine Impex Ltd., CHD Chemicals Ltd., Ganesh Films India Ltd., Mega Nirman & Industries Ltd., IndiaNivesh Ltd. and Netripples Software Ltd. hit fresh 52 week low in trade.
"
"Mar 12, 2021",TVS Motor Company Ltd. shares  falls  1.38% as Nifty  drops ,"A total of 52,739 shares changed hands on the counter till time (IST).","Shares of TVS Motor Company Ltd. slipped 1.38 per cent to Rs 594.95 in Friday's trade. It hit a high of Rs 608.95 and low of Rs 593.05 during the session. 

 On the technical charts, the 200-DMA of the stock stood at Rs 469.99, while the 50-DMA was at Rs 573.55. If a stock trades above 50-DMA and 200-DMA, it usually means the immediate trend is upward. On the other hand, if the stock trades below 50-DMA and 200-DMA, it is considered a bearish trend and if trades between these averages, then it suggests the stock can go either way. 

 The stock traded below the signal line of momentum indicator moving average convergence divergence, or MACD, signalling a bearish bias on the counter. The MACD is known for signalling trend reversal in traded securities or indices. It is the difference between the 26-day and 12-day exponential moving averages. A nine-day exponential moving average, called the signal line, is plotted on top of the MACD to reflect ""buy"" or ""sell"" opportunities. 

 On the other hand, the Relative Strength Index (RSI) of the stock stands at 47.62. Traditionally, a stock is considered overbought when the RSI value is above 70 and oversold when it is below 30. 

 The return on equity (RoE) for the stock stood at 19.03 per cent while the Return on Capital Employed (RoCE) was at 11.76. RoCE is a financial ratio that determines a company's profitability and the efficiency of capital use, while the RoE is a measure of profitability of a business in relation to the equity.
"
"Mar 12, 2021",Stock market update: BSE MidCap index trades flat; IDBI Bank soars over 9%,The index was trading 0.18 per cent up at 20707.19.,"NEW DELHI: S&P BSE MidCap index was trading flat at 01:39PM (IST) on Friday. 

 Shares of IDBI Bank (up 9.41 per cent), Adani Transmissions (up 6.35 per cent), Tata Power Company (up 4.38 per cent), The New India Assurance (up 4.33 per cent) and Oberoi Realty (up 3.46 per cent) were among the top gainers. 

 While Crompton (down 3.66 per cent), Bharat Heavy Electricals (down 2.37 per cent), Aditya Birla Capital Ltd (down 2.31 per cent), Max Financial Services (down 2.25 per cent) and Castrol India (down 2.08 per cent) were the top losers in the index.

 The S&P BSE MidCap index was trading 0.18 per cent up at 20707.19 around 01:39PM. 

 Benchmark NSE Nifty50 index was down 18.70 points at 15156.1, while the BSE Sensex was down 36.52 points at 51242.99. 

 Among the 50 stocks in the Nifty index, 20 were trading in the green, while 30 were in the red. 

 Shares of SBI Life, Vodafone Idea, Trident Ltd, YES Bank and Tata Power were among the most traded shares on the NSE. 

 Shares of Delta Corp, Welspun India, Indian Energy Exchange, Can Fin Homes and Orchid Pharma hit their fresh 52week high in today's trade, while Madhusudan Securities Ltd., Suncare Traders Ltd., Integra Capital Management Ltd., Devine Impex Ltd., CHD Chemicals Ltd., Ganesh Films India Ltd., Mega Nirman & Industries Ltd., IndiaNivesh Ltd., Netripples Software Ltd. and United Textiles Ltd. hit fresh 52week low in trade.
"
"Mar 12, 2021",Ambuja Cements Ltd. shares  fall  0.21 per cent in Friday's trading session,The Relative Strength Index of the stock stood at 60.98 on Friday.,"Shares of Ambuja Cements Ltd. fell 0.21 per cent to Rs 291.25 in Friday's trade as of 01:30PM (IST) even as the benchmark Nifty ruled at 15202.50, up 27.7 points. 

 The scrip had closed at Rs 291.85 in the previous session. The stock quoted a 52-week low of Rs 136.65 and a high of Rs 298.25. The company quoted a market-cap of Rs 57831.92 crore on the BSE. 

 On BSE, 117,108 shares have changed hands on the counter so far. At its prevailing price, the stock traded at 24.45 times its trailing 12-month EPS of Rs 11.91 per share and 1.62 times its book value. The return on equity (ROE) stood at Rs 10.39. 


 Key Financials 
 For the quarter ended 31-Dec-2020, Ambuja Cements Ltd. reported consolidated sales of Rs 7552.73 crore, up 4.58 per cent from the same quarter a year ago. The company reported 23.79 per cent YoY growth in net profit at Rs 732.24 crore for the latest quarter. 


 Technical indicators
 The relative strength index (RSI) of the stock stood at Friday. The RSI oscillates between zero and 100. Traditionally, it is considered overbought condition when the RSI value is above 70 and oversold when it is below 30. 

 Analysts say the RSI indicator should not be seen in isolation, as it may not be sufficient to take a trading call, just the way a fundamental analyst cannot give a ""buy"" or ""sell"" recommendation using a single valuation ratio.
"
"Mar 12, 2021",Piramal Enterprises Ltd. shares  fall  1.98% as Nifty  drops ,The stock quoted a 52-week high price of Rs 2008.2 and a 52-week low of Rs 608.0.,"Shares of Piramal Enterprises Ltd. traded 1.98 per cent down at Rs 1915.9 on Friday at around 01:25PM (IST), while the benchmark BSE Sensex advanced 147.16 points to 51426.67. 

 As many as 37,004 shares changed hands on the counter with a total value of Rs 7.15 crore. 

 The stock quoted a 52-week high price of Rs 2008.2 and a 52-week low of Rs 608.0. 

 On the technical charts, the 200-DMA of the stock stood at Rs 1428.58, while 50-DMA was at Rs 1662.62. If a stock trades above 50 DMA and 200 DMA, it usually means the immediate trend is up. On the other hand, if the stock trades below 50 DMA and 200 DMA both, it is considered a bearish trend and if it trades between 50DMA and 200DMA, then it suggests the stock can go anywhere. 

 Shares of the company have advanced 84.83 per cent in the past one year, while Sensex has risen 24.92 per cent during the same period. 

 According to BSE data, the stock trades at a price-to-earnings multiple of 214.63 and a price-to-book ratio of 0.73. A higher P/E ratio shows investors are willing to pay a higher price because of better future growth expectations. Price to book value indicates the inherent value of a company and reflects the price that investors are ready to pay even for no growth in a business. The stock belongs to the Diversified industry.
"
"Mar 12, 2021","Citigroup tweaks model portfolio to be more defensive, cites elevated valuations","​Citi has a target of 14,800 on the Nifty by December this year which implies a minor downside from current levels.","MUMBAI: Citigroup Global Markets has tweaked its model portfolio to be more defensive given elevated valuations and multiple risks including high commodity prices. The firm has reallocated weightage from financials into defensives such as consumer staples, utilities, IT, and pharma. It has removed IndusInd from the portfolio after outperformance in the last few months. 

""Continued rise in commodity prices + elevated FY22 estimated consensus growth expectations with valuations at over 21 times FY22 estimated EPS is the risk,"" said Citi's Surendra Goyal and Vijit Jain. 

Citi has a target of 14,800 on the Nifty by December this year which implies a minor downside from current levels. 

Citi said oil prices remain in a cycle, but a super-cycle is unlikely.

However, the prospects for a super-cycle in copper and aluminium are real, said Citi which is overweight on metals in its model portfolio by 60 basis points. 

History suggests that rising commodity prices are not necessarily detrimental to corporate earnings, growth is possibly the more important variable as it allows pricing power and collapse in commodity prices have tended to push margins higher. The firm said post Covid-19 recovery trends, beyond the base effect, might be the most crucial.

"
"Mar 12, 2021",Adani Green Energy Ltd. shares  drop  0.57% as Sensex  rises ,The stock quoted a 52-week high of Rs 1220.0 and a 52-week low of Rs 112.7.,"Shares of Adani Green Energy Ltd. traded 0.57 per cent lower in Friday's session at 01:20PM (IST). The stock opened at Rs 1186.05 and has touched an intraday high and low of Rs 1200.0 and Rs 1161.15, respectively, during the session so far. 

 The stock quoted a 52-week high of Rs 1220.0 and a 52-week low of 112.7. About 22,847 shares changed hands on the counter so far. 

 Benchmark Nifty50 was up 25.55 points at 15200.35, while the BSE Sensex traded 120.25 points higher at 51399.76 at the time of writing of this report. 

 In the Nifty pack, 27 stocks traded the day in the green, while 22 were in the red. 



 Key Financials 
 For the quarter ended 31-Dec-2020, the company reported consolidated sales of Rs 842.92 crore, up 17.37 per cent from the previous quarter's Rs 718.15 crore and up 61.11 per cent from the year-ago quarter. The company reported net profit of Rs 43.76 crore for the latest quarter. 


 Promoter Holdings 
 Promoters held 58.51 per cent stake in the company as of 31-Dec-2020, while FIIs held 22.78 per cent and MFs 0.13 per cent. 


Technicals
 On the technical charts, the 200-Day Moving Average (DMA) of the stock stood at Rs 744.09 on March 12, while the 50-DMA was at Rs 1074.99. If a stock trades above 50-DMA and 200-DMA, it usually means the immediate trend is upward. On the other hand, if the stock trades well below 50-DMA and 200-DMA both, it is considered as bearish trend and if trades between these averages, then it suggests the stock can go either way.
"
